ID,Name,FullName,URL
768858070,get_jobs,loks666/get_jobs,https://github.com/loks666/get_jobs
761046569,Xed-Editor,RohitKushvaha01/Xed-Editor,https://github.com/RohitKushvaha01/Xed-Editor
750863984,JavaVul,lokerxx/JavaVul,https://github.com/lokerxx/JavaVul
795016481,music-city,fl1906/music-city,https://github.com/fl1906/music-city
821466794,ChatViewTools,Ppsoft1991/ChatViewTools,https://github.com/Ppsoft1991/ChatViewTools
750837454,wechat-bc,meteorOSS/wechat-bc,https://github.com/meteorOSS/wechat-bc
753731608,Easycontrol_For_Car,eiyooooo/Easycontrol_For_Car,https://github.com/eiyooooo/Easycontrol_For_Car
751432959,coze-discord,oddfar/coze-discord,https://github.com/oddfar/coze-discord
749361645,Coze-Discord-Bridge,NahidaLing/Coze-Discord-Bridge,https://github.com/NahidaLing/Coze-Discord-Bridge
751920158,code-generator,Enndfp/code-generator,https://github.com/Enndfp/code-generator
762094344,orise-charge-cloud,NaTieJun/orise-charge-cloud,https://github.com/NaTieJun/orise-charge-cloud
788743526,bus,839128/bus,https://github.com/839128/bus
817289375,dahuaExploitGUI,MInggongK/dahuaExploitGUI,https://github.com/MInggongK/dahuaExploitGUI
788544378,ruoyi-spring-boot-all,talkpoin/ruoyi-spring-boot-all,https://github.com/talkpoin/ruoyi-spring-boot-all
827065785,jeecg-,MInggongK/jeecg-,https://github.com/MInggongK/jeecg-
769935898,chatgpt-sdk-java,1321928757/chatgpt-sdk-java,https://github.com/1321928757/chatgpt-sdk-java
769931052,lucky-draw,1321928757/lucky-draw,https://github.com/1321928757/lucky-draw
799460656,api-gateway,Sukidal/api-gateway,https://github.com/Sukidal/api-gateway
769855948,CatVodSpider,bizhangjie/CatVodSpider,https://github.com/bizhangjie/CatVodSpider
787373734,TomcatVuln,errors11/TomcatVuln,https://github.com/errors11/TomcatVuln
834137055,KeyboardGPT,Mino260806/KeyboardGPT,https://github.com/Mino260806/KeyboardGPT
833532330,bypass-bot-detection,PortSwigger/bypass-bot-detection,https://github.com/PortSwigger/bypass-bot-detection
766229228,pmhub,laigeoffer/pmhub,https://github.com/laigeoffer/pmhub
827864278,hng_boilerplate_java_web,hngprojects/hng_boilerplate_java_web,https://github.com/hngprojects/hng_boilerplate_java_web
791700426,yudada,liyupi/yudada,https://github.com/liyupi/yudada
769927741,chatglm-sdk-java,1321928757/chatglm-sdk-java,https://github.com/1321928757/chatglm-sdk-java
767307294,LazyAnFuZai,R4gd0ll/LazyAnFuZai,https://github.com/R4gd0ll/LazyAnFuZai
802328778,czh-tool,15139467313/czh-tool,https://github.com/15139467313/czh-tool
742326880,agents-flex,agents-flex/agents-flex,https://github.com/agents-flex/agents-flex
815761365,Zygisk-KeystoreInjection,aviraxp/Zygisk-KeystoreInjection,https://github.com/aviraxp/Zygisk-KeystoreInjection
743595626,ddd-boot,chensheng/ddd-boot,https://github.com/chensheng/ddd-boot
737714449,java-httpserver-vthreads,ebarlas/java-httpserver-vthreads,https://github.com/ebarlas/java-httpserver-vthreads
829756610,NacosExploit,Conan924/NacosExploit,https://github.com/Conan924/NacosExploit
819391125,programs,sndixith/programs,https://github.com/sndixith/programs
786968329,poke.dex,grishka/poke.dex,https://github.com/grishka/poke.dex
774244057,CTF-Java-Gadget,LxxxSec/CTF-Java-Gadget,https://github.com/LxxxSec/CTF-Java-Gadget
837791181,jCat,tommy811/jCat,https://github.com/tommy811/jCat
787261861,RPC-Java,youngyangyang04/RPC-Java,https://github.com/youngyangyang04/RPC-Java
759167050,XYNXposed,Katana-Official/XYNXposed,https://github.com/Katana-Official/XYNXposed
761692062,WebViewUpgrade,JonaNorman/WebViewUpgrade,https://github.com/JonaNorman/WebViewUpgrade
799993166,netty-mqtt-client,xzc-coder/netty-mqtt-client,https://github.com/xzc-coder/netty-mqtt-client
820963538,westDao,westwong/westDao,https://github.com/westwong/westDao
786035227,flutter_youni_gromore,flutter-youni/flutter_youni_gromore,https://github.com/flutter-youni/flutter_youni_gromore
738038271,warm-flow,dromara/warm-flow,https://github.com/dromara/warm-flow
825005239,FadCam,anonfaded/FadCam,https://github.com/anonfaded/FadCam
748107911,react-native-browser,swan-io/react-native-browser,https://github.com/swan-io/react-native-browser
822175553,generatorsId,shimu200/generatorsId,https://github.com/shimu200/generatorsId
789919217,Oxygen-Customizer,DHD2280/Oxygen-Customizer,https://github.com/DHD2280/Oxygen-Customizer
806958423,XPost,0linlin0/XPost,https://github.com/0linlin0/XPost
826269972,residential-proxies-instructions,evomi/residential-proxies-instructions,https://github.com/evomi/residential-proxies-instructions
789466709,Deswing,0ofo/Deswing,https://github.com/0ofo/Deswing
746310866,bambu-farm,TFyre/bambu-farm,https://github.com/TFyre/bambu-farm
741719243,vhr2.0,lenve/vhr2.0,https://github.com/lenve/vhr2.0
745838945,Kubernetes-practical-exercises-Hands-on,seifrajhi/Kubernetes-practical-exercises-Hands-on,https://github.com/seifrajhi/Kubernetes-practical-exercises-Hands-on
746152188,short-link,Enndfp/short-link,https://github.com/Enndfp/short-link
797813704,LunaGC_4.6.0,Kei-Luna/LunaGC_4.6.0,https://github.com/Kei-Luna/LunaGC_4.6.0
824485728,jsonp-burp-killer,yuebusao/jsonp-burp-killer,https://github.com/yuebusao/jsonp-burp-killer
776097997,FrchannelPlus,BambiZombie/FrchannelPlus,https://github.com/BambiZombie/FrchannelPlus
815901139,insmess-meeting,insmess/insmess-meeting,https://github.com/insmess/insmess-meeting
810254500,implementing-ddd-with-spring-talk,maciejwalkowiak/implementing-ddd-with-spring-talk,https://github.com/maciejwalkowiak/implementing-ddd-with-spring-talk
787512046,youtube-source,lavalink-devs/youtube-source,https://github.com/lavalink-devs/youtube-source
826164486,damai,shining-stars-lk/damai,https://github.com/shining-stars-lk/damai
801466474,linyu-server,DWHengr/linyu-server,https://github.com/DWHengr/linyu-server
812783933,bitwig-theme-editor,Berikai/bitwig-theme-editor,https://github.com/Berikai/bitwig-theme-editor
815449974,zcode-commons,zcode-zjw/zcode-commons,https://github.com/zcode-zjw/zcode-commons
753927387,fast-retry,burukeYou/fast-retry,https://github.com/burukeYou/fast-retry
786568321,DevoxxGenieIDEAPlugin,devoxx/DevoxxGenieIDEAPlugin,https://github.com/devoxx/DevoxxGenieIDEAPlugin
809231162,easy-extension,xiaoshicae/easy-extension,https://github.com/xiaoshicae/easy-extension
758951494,ronevis,truthofmatthew/ronevis,https://github.com/truthofmatthew/ronevis
769863459,utf-8-overlong-encoding,Whoopsunix/utf-8-overlong-encoding,https://github.com/Whoopsunix/utf-8-overlong-encoding
769679632,Poros,WindySha/Poros,https://github.com/WindySha/Poros
801004377,App_BookMoviesTickets,ginhenrick/App_BookMoviesTickets,https://github.com/ginhenrick/App_BookMoviesTickets
826757366,Hydra,DragonKingpin/Hydra,https://github.com/DragonKingpin/Hydra
805462782,DroidPPPwn,deviato/DroidPPPwn,https://github.com/deviato/DroidPPPwn
744171978,VanillaMinimaps,JNNGL/VanillaMinimaps,https://github.com/JNNGL/VanillaMinimaps
816161662,FPSMaster,FPSMasterTeam/FPSMaster,https://github.com/FPSMasterTeam/FPSMaster
808551634,taikai,enofex/taikai,https://github.com/enofex/taikai
769786503,enhance-rpc-zt,zhushimmer/enhance-rpc-zt,https://github.com/zhushimmer/enhance-rpc-zt
760477778,ultimate-design-patterns,mahyoussef/ultimate-design-patterns,https://github.com/mahyoussef/ultimate-design-patterns
744277026,Minecraft-file-encoder,Brendan-Kirtlan/Minecraft-file-encoder,https://github.com/Brendan-Kirtlan/Minecraft-file-encoder
826930937,jiron-cloud,642933588/jiron-cloud,https://github.com/642933588/jiron-cloud
751137332,im-chat,longerye/im-chat,https://github.com/longerye/im-chat
739463235,spring-test-smart-context,seregamorph/spring-test-smart-context,https://github.com/seregamorph/spring-test-smart-context
820975675,cool-admin-java,cool-team-official/cool-admin-java,https://github.com/cool-team-official/cool-admin-java
742338890,Meta,Katana-Official/Meta,https://github.com/Katana-Official/Meta
795938815,spel-validator,stick-i/spel-validator,https://github.com/stick-i/spel-validator
748416029,spring-ai-examples,habuma/spring-ai-examples,https://github.com/habuma/spring-ai-examples
762706299,openai-proxy,mahaonanStart/openai-proxy,https://github.com/mahaonanStart/openai-proxy
806319638,vrpc,anhan123456/vrpc,https://github.com/anhan123456/vrpc
841984799,ddpoker,dougdonohoe/ddpoker,https://github.com/dougdonohoe/ddpoker
808616842,TACZ,MCModderAnchor/TACZ,https://github.com/MCModderAnchor/TACZ
800989550,Interview-Preparation,csiitian/Interview-Preparation,https://github.com/csiitian/Interview-Preparation
737935310,app,youdeyunke/app,https://github.com/youdeyunke/app
804396703,fireyer,iofomo/fireyer,https://github.com/iofomo/fireyer
791577659,joylive-agent,jd-opensource/joylive-agent,https://github.com/jd-opensource/joylive-agent
818331012,data-switch-with-Netty,Roger-Lv/data-switch-with-Netty,https://github.com/Roger-Lv/data-switch-with-Netty
804584742,FlagSecurePatcher,j-hc/FlagSecurePatcher,https://github.com/j-hc/FlagSecurePatcher
832266529,Gewechat,Devo919/Gewechat,https://github.com/Devo919/Gewechat
787158783,GzWebsocket,xsshim/GzWebsocket,https://github.com/xsshim/GzWebsocket
745401480,fastjsonChecker,ssssdl/fastjsonChecker,https://github.com/ssssdl/fastjsonChecker
765236466,iseen,cwuom/iseen,https://github.com/cwuom/iseen
769670845,Boxvidra-Android,Boxvidra/Boxvidra-Android,https://github.com/Boxvidra/Boxvidra-Android
770896179,easy-spring-boot-api,pddon/easy-spring-boot-api,https://github.com/pddon/easy-spring-boot-api
832553318,spring-cloud-gray,huchao1009/spring-cloud-gray,https://github.com/huchao1009/spring-cloud-gray
738918418,dd-java,DomainDrivers/dd-java,https://github.com/DomainDrivers/dd-java
750720294,zhipuai-sdk-java-v4,MetaGLM/zhipuai-sdk-java-v4,https://github.com/MetaGLM/zhipuai-sdk-java-v4
783276036,sz-boot-parent,feiyuchuixue/sz-boot-parent,https://github.com/feiyuchuixue/sz-boot-parent
738695519,hospital-management-api,MirnaGama/hospital-management-api,https://github.com/MirnaGama/hospital-management-api
760986379,HiFiNi-Auto-CheckIn,anduinnn/HiFiNi-Auto-CheckIn,https://github.com/anduinnn/HiFiNi-Auto-CheckIn
783288646,ModAPI,HypixelDev/ModAPI,https://github.com/HypixelDev/ModAPI
761456552,OllamaDroid,DataDropp/OllamaDroid,https://github.com/DataDropp/OllamaDroid
815865077,short-url,wenbochang888/short-url,https://github.com/wenbochang888/short-url
805813381,MultiArrayQueue,MultiArrayQueue/MultiArrayQueue,https://github.com/MultiArrayQueue/MultiArrayQueue
751635756,CVE-2024-20931,GlassyAmadeus/CVE-2024-20931,https://github.com/GlassyAmadeus/CVE-2024-20931
745594494,medTimer,Futsch1/medTimer,https://github.com/Futsch1/medTimer
783813237,zygisk-reflutter,yohanes/zygisk-reflutter,https://github.com/yohanes/zygisk-reflutter
775763672,RouteCheck-Alpha,ax1sX/RouteCheck-Alpha,https://github.com/ax1sX/RouteCheck-Alpha
823092880,JDD,fdu-sec/JDD,https://github.com/fdu-sec/JDD
745800831,TheLastBundleMismatch,michalbednarski/TheLastBundleMismatch,https://github.com/michalbednarski/TheLastBundleMismatch
808994607,java-spring-best-practices,agitrubard/java-spring-best-practices,https://github.com/agitrubard/java-spring-best-practices
783615896,vsa-tdd,msbaek/vsa-tdd,https://github.com/msbaek/vsa-tdd
741543527,modern-java-demo,nipafx/modern-java-demo,https://github.com/nipafx/modern-java-demo
755982489,CVE-2023-22527-Godzilla-MEMSHELL,Boogipop/CVE-2023-22527-Godzilla-MEMSHELL,https://github.com/Boogipop/CVE-2023-22527-Godzilla-MEMSHELL
783687934,TVBox-VLC,skycn-mi2/TVBox-VLC,https://github.com/skycn-mi2/TVBox-VLC
785823789,MovieDB,WirelessAlien/MovieDB,https://github.com/WirelessAlien/MovieDB
790904732,novel-cast,zddgg/novel-cast,https://github.com/zddgg/novel-cast
765115798,sc24,alex-kosarev/sc24,https://github.com/alex-kosarev/sc24
819589003,project-assignment,Jojoooo1/project-assignment,https://github.com/Jojoooo1/project-assignment
774897575,HZCOS-ChargeOS-cloud,roinli/HZCOS-ChargeOS-cloud,https://github.com/roinli/HZCOS-ChargeOS-cloud
762981913,AnvilCraft,Anvil-Dev/AnvilCraft,https://github.com/Anvil-Dev/AnvilCraft
839441329,Jeecg_Tools,K-7H7l/Jeecg_Tools,https://github.com/K-7H7l/Jeecg_Tools
740952139,ai-hub,xielong/ai-hub,https://github.com/xielong/ai-hub
765085923,Apache-Solr-RCE_CVE-2023-50386_POC,vvmdx/Apache-Solr-RCE_CVE-2023-50386_POC,https://github.com/vvmdx/Apache-Solr-RCE_CVE-2023-50386_POC
763152754,PasswordManagerGUI,darksolopic/PasswordManagerGUI,https://github.com/darksolopic/PasswordManagerGUI
738323964,bytebuddy-agent-demo,JAgentSphere/bytebuddy-agent-demo,https://github.com/JAgentSphere/bytebuddy-agent-demo
763089078,Tools4AI,vishalmysore/Tools4AI,https://github.com/vishalmysore/Tools4AI
819349645,NLChat,Hny0305Lin/NLChat,https://github.com/Hny0305Lin/NLChat
808722458,pokerogue-android,1596941391qq/pokerogue-android,https://github.com/1596941391qq/pokerogue-android
738986794,tyme4j,6tail/tyme4j,https://github.com/6tail/tyme4j
743768542,osrs-pvp-reinforcement-learning,Naton1/osrs-pvp-reinforcement-learning,https://github.com/Naton1/osrs-pvp-reinforcement-learning
759596670,Haru,Cvrwed/Haru,https://github.com/Cvrwed/Haru
804764527,react-native-brayant-ad,mayunyi/react-native-brayant-ad,https://github.com/mayunyi/react-native-brayant-ad
796971076,java-chat-with-documents,marcushellberg/java-chat-with-documents,https://github.com/marcushellberg/java-chat-with-documents
811744568,qinglong-jd-apk,mxvc/qinglong-jd-apk,https://github.com/mxvc/qinglong-jd-apk
794009674,combine-java,Parcheng/combine-java,https://github.com/Parcheng/combine-java
756191592,wisemapping-open-source,wisemapping/wisemapping-open-source,https://github.com/wisemapping/wisemapping-open-source
785771492,rag-genie,stephanj/rag-genie,https://github.com/stephanj/rag-genie
813340742,langchain4j-workflow,czelabueno/langchain4j-workflow,https://github.com/czelabueno/langchain4j-workflow
738780495,wanted-preonboarding-challenge-backend-16,jinho-yoo-jack/wanted-preonboarding-challenge-backend-16,https://github.com/jinho-yoo-jack/wanted-preonboarding-challenge-backend-16
774011471,langgraph4j,bsorrentino/langgraph4j,https://github.com/bsorrentino/langgraph4j
745087070,cloud-to-cloud,LeYunone/cloud-to-cloud,https://github.com/LeYunone/cloud-to-cloud
764164419,AES_password_manager,iamaishwaryasoni/AES_password_manager,https://github.com/iamaishwaryasoni/AES_password_manager
799373163,pico-cookbook,Picovoice/pico-cookbook,https://github.com/Picovoice/pico-cookbook
739328264,adguardhome,guandasheng/adguardhome,https://github.com/guandasheng/adguardhome
776767779,spring-cloud-study,WongSilver/spring-cloud-study,https://github.com/WongSilver/spring-cloud-study
769219417,Android-FileExplorerDemo,MagicianGuo/Android-FileExplorerDemo,https://github.com/MagicianGuo/Android-FileExplorerDemo
783605916,spring-security-the-good-parts,Kehrlann/spring-security-the-good-parts,https://github.com/Kehrlann/spring-security-the-good-parts
763142903,EDCryptoApp,ShivamAgrahari11/EDCryptoApp,https://github.com/ShivamAgrahari11/EDCryptoApp
743129370,desafio-anotaai-backend,Fernanda-Kipper/desafio-anotaai-backend,https://github.com/Fernanda-Kipper/desafio-anotaai-backend
828880624,mini-jvm,se-tuebingen/mini-jvm,https://github.com/se-tuebingen/mini-jvm
774172773,AESEncryption,EvaGupta02/AESEncryption,https://github.com/EvaGupta02/AESEncryption
775376823,easyAi,lifejwang11/easyAi,https://github.com/lifejwang11/easyAi
781978902,MiEx,BramStoutProductions/MiEx,https://github.com/BramStoutProductions/MiEx
755423907,EaglerForge,eaglerforge/EaglerForge,https://github.com/eaglerforge/EaglerForge
745416385,bq-lineage-tool,borjavb/bq-lineage-tool,https://github.com/borjavb/bq-lineage-tool
771527766,weblogic-batch-memshell-kit,W01fh4cker/weblogic-batch-memshell-kit,https://github.com/W01fh4cker/weblogic-batch-memshell-kit
745744797,LimboEmulatorPlus,Poempoat/LimboEmulatorPlus,https://github.com/Poempoat/LimboEmulatorPlus
743971938,antlr5,antlr/antlr5,https://github.com/antlr/antlr5
758515800,Filter4J,LL4J/Filter4J,https://github.com/LL4J/Filter4J
763896598,noredraw,uladzimirFilipchanka/noredraw,https://github.com/uladzimirFilipchanka/noredraw
749971355,nlw-expert-java,rocketseat-education/nlw-expert-java,https://github.com/rocketseat-education/nlw-expert-java
797819497,mat,eclipse-mat/mat,https://github.com/eclipse-mat/mat
781252357,spring-boot-microservices-course,sivaprasadreddy/spring-boot-microservices-course,https://github.com/sivaprasadreddy/spring-boot-microservices-course
795931815,keycloak-eds-plugin,core247/keycloak-eds-plugin,https://github.com/core247/keycloak-eds-plugin
773345056,BlackShadow,CodingGay/BlackShadow,https://github.com/CodingGay/BlackShadow
751335779,qihangerp-oms,zeasin/qihangerp-oms,https://github.com/zeasin/qihangerp-oms
792609781,CrosswordFiller,khiner/CrosswordFiller,https://github.com/khiner/CrosswordFiller
742218246,HostScan,hy0jer/HostScan,https://github.com/hy0jer/HostScan
738889611,JwSystemPublic,giteecode/JwSystemPublic,https://github.com/giteecode/JwSystemPublic
800664616,vybe,pfeodrippe/vybe,https://github.com/pfeodrippe/vybe
806477102,ShiroEXP,Y5neKO/ShiroEXP,https://github.com/Y5neKO/ShiroEXP
747146822,result4j,sviperll/result4j,https://github.com/sviperll/result4j
782394733,android_samsung_imsservice,jameskdev/android_samsung_imsservice,https://github.com/jameskdev/android_samsung_imsservice
789359808,doc-apis,aizuda/doc-apis,https://github.com/aizuda/doc-apis
762988473,identity-service,devteria/identity-service,https://github.com/devteria/identity-service
769514979,GeeksforGeeks-POTD,Hunterdii/GeeksforGeeks-POTD,https://github.com/Hunterdii/GeeksforGeeks-POTD
770384141,picpay-desafio-backend,giuliana-bezerra/picpay-desafio-backend,https://github.com/giuliana-bezerra/picpay-desafio-backend
821658247,kwack,rayokota/kwack,https://github.com/rayokota/kwack
819962239,S-Clustr,MartinxMax/S-Clustr,https://github.com/MartinxMax/S-Clustr
779091944,java_bucket,wxy0715/java_bucket,https://github.com/wxy0715/java_bucket
825892849,nlw-journey-java,rocketseat-education/nlw-journey-java,https://github.com/rocketseat-education/nlw-journey-java
814876508,LunaGC_4.7.0,Kei-Luna/LunaGC_4.7.0,https://github.com/Kei-Luna/LunaGC_4.7.0
801494755,RabbitMQ,joeljhou/RabbitMQ,https://github.com/joeljhou/RabbitMQ
796840770,react-native-skia-video,AzzappApp/react-native-skia-video,https://github.com/AzzappApp/react-native-skia-video
739090516,codingtest_java,retrogemHK/codingtest_java,https://github.com/retrogemHK/codingtest_java
810208964,FrchannelPlus,yuxianzi/FrchannelPlus,https://github.com/yuxianzi/FrchannelPlus
802227168,coherepedia-jvector,jbellis/coherepedia-jvector,https://github.com/jbellis/coherepedia-jvector
829267016,chrome_content_shell,webdev-support/chrome_content_shell,https://github.com/webdev-support/chrome_content_shell
763548135,burp-digitalocean-openvpn-socks,honoki/burp-digitalocean-openvpn-socks,https://github.com/honoki/burp-digitalocean-openvpn-socks
807451182,lite-etl,WolfLink-DevTeam/lite-etl,https://github.com/WolfLink-DevTeam/lite-etl
740594076,LSPatch,find-xposed-magisk/LSPatch,https://github.com/find-xposed-magisk/LSPatch
769680522,bob,jonas-grgt/bob,https://github.com/jonas-grgt/bob
740324172,spring6-course,navinreddy20/spring6-course,https://github.com/navinreddy20/spring6-course
779569465,minecraft-mod-heywiki,mc-wiki/minecraft-mod-heywiki,https://github.com/mc-wiki/minecraft-mod-heywiki
758378781,react-native-background-downloader,kesha-antonov/react-native-background-downloader,https://github.com/kesha-antonov/react-native-background-downloader
753550079,MemshellKit,W01fh4cker/MemshellKit,https://github.com/W01fh4cker/MemshellKit
750978469,Pomodoro-Method-Tasklist,alcntrkyle/Pomodoro-Method-Tasklist,https://github.com/alcntrkyle/Pomodoro-Method-Tasklist
804121062,wccloud-blog,hwyrq/wccloud-blog,https://github.com/hwyrq/wccloud-blog
742470820,BootFlasher,efojug/BootFlasher,https://github.com/efojug/BootFlasher
765563465,java,gmithilesh23/java,https://github.com/gmithilesh23/java
784259625,cloud2024,hebian1994/cloud2024,https://github.com/hebian1994/cloud2024
774881037,Imagon,TheFatRatre/Imagon,https://github.com/TheFatRatre/Imagon
821301362,Flagship4j,line/Flagship4j,https://github.com/line/Flagship4j
762164403,samepage,MLT-OSS/samepage,https://github.com/MLT-OSS/samepage
801331955,Goalias_DevFrame,Goalias-G/Goalias_DevFrame,https://github.com/Goalias-G/Goalias_DevFrame
818225652,tomato-architecture-spring-boot-demo,sivaprasadreddy/tomato-architecture-spring-boot-demo,https://github.com/sivaprasadreddy/tomato-architecture-spring-boot-demo
764119782,2024-LangChain4J-demo,jdubois/2024-LangChain4J-demo,https://github.com/jdubois/2024-LangChain4J-demo
781447018,MoviesBox,670848654/MoviesBox,https://github.com/670848654/MoviesBox
753543921,SAMJ-IJ,segment-anything-models-java/SAMJ-IJ,https://github.com/segment-anything-models-java/SAMJ-IJ
832949097,YONYOU-TOOL,Chave0v0/YONYOU-TOOL,https://github.com/Chave0v0/YONYOU-TOOL
799989896,shortlink,jialin-zhou/shortlink,https://github.com/jialin-zhou/shortlink
759238589,we-go,lhccong/we-go,https://github.com/lhccong/we-go
786683735,ArchiveDustry-Java,WilloIzCitron/ArchiveDustry-Java,https://github.com/WilloIzCitron/ArchiveDustry-Java
768509393,OSGraph,TuGraph-family/OSGraph,https://github.com/TuGraph-family/OSGraph
764985103,Javascript,MithunkrishnaG/Javascript,https://github.com/MithunkrishnaG/Javascript
838578640,roxs-devops-projects,roxsross/roxs-devops-projects,https://github.com/roxsross/roxs-devops-projects
756153568,AIDE-Plus,ZeroAicy/AIDE-Plus,https://github.com/ZeroAicy/AIDE-Plus
765099959,mysql-with-java,ARTHIJS/mysql-with-java,https://github.com/ARTHIJS/mysql-with-java
